item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q6751840,Mansour Fadlallah Azzam,Q113989769,Presidential Affairs Minister,2011-04-14,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q6751840-59D8AEB7-598A-48B1-B7DC-8E04DA446235
Q6892847,Mohammad Abdul-Sattar al-Sayyed,Q113989754,Awqaf (Religious Endowments) Minister,2007-12-08,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q6892847-A91B79C7-CED3-4342-937D-95C97AB598BB
Q85874875,Mohammad Khaled al-Rahmoun,Q111903015,Interior Minister,2018-11-26,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q85874875-4FD676BF-1BFF-4900-BFC3-6989AE7090A9
Q98796946,Darem Tabbaa,Q111781902,Education Minister,2020-08-30,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98796946-950D9338-F465-4535-B152-458A6FF00891
Q98798381,Ahmad al-Sayyed,Q113989700,Justice Minister,2020-08-30,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798381-1BFD26E4-B6BF-4CF5-84C8-66600AF5454E
Q98798395,Tammam Raad,Q113989719,Water Resources Minister,2020-08-30,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798395-36A4FBCD-6A23-4553-83FA-DF5EE50CCD15
Q98798406,Talal Al-Barazi,Q113989710,Internal Trade and Consumer Protection Minister,2020-05-11,2021-07-31,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798406-60dab067-44c1-5303-d88f-847a1a01ba91
Q98798423,Bassam Bashir Ibrahim,Q113989757,Higher Education Minister,2018-11-26,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798423-93694F18-6A21-4356-A4EA-85C9B2746E11
Q98798433,Salam Mohammad al-Saffaf,Q113989763,Administrative Development Minister,2017-03-29,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798433-0608DE32-8F34-43BB-8ACB-DC45281F3DCA
Q98798445,Salwa Abdullah,Q113989729,Minister of Social Affairs and Labor,2020-08-30,2021-08-10,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798445-95B7732F-CF0B-4C8B-B942-4872BADC5AAC
Q98798457,Mohammad Rami Radwan Martini,Q104007004,Tourism Minister,2018-11-26,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798457-8E171102-DB8C-45C4-B848-F7CC95542DA6
Q98798467,Zouhair Khazim,Q113989715,Transport Minister,2020-08-30,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798467-A957FEF8-3832-4CEE-823C-D83C9447D1F8
Q98798481,Bassam Tohme,Q113989724,Minister of Oil and Mineral Reserves,2020-08-30,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798481-EC9F3279-C4FF-4B52-BA11-256ACCB810A8
Q98798488,Hassan al-Ghabbash,Q109324494,Health Minister,2020-08-30,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798488-03BE4E9B-9243-4932-8519-7CB126818296
Q98798493,Mohammed Hassan Qatana,Q55593592,Agriculture and Agrarian Reform Minister,2020-08-30,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798493-56CC39FF-34C7-4FAF-82A7-BDEB4FFAD23E
Q98798533,Ghassan al-Zamel,Q113989726,Electricity Minister,2020-08-30,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798533-99AB9488-B9EA-4596-B900-51B6E7397DF7
Q98798540,Ziyad Sabbagh,Q113989714,Industry Minister,2020-08-30,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98798540-5476342A-78A9-4E68-99DD-48A6348E969F
Q98807064,Kenan Yaghi,Q113989488,Finance Minister,2020-08-30,,https://en.wikipedia.org/wiki/First_Hussein_Arnous_government,Q98807064-E7177C49-84FA-42EA-B2B9-493BBFE2854F
