item,itemLabel,startDate,endDate,sourceDate,psid
Q403707,Mustafa Tlass,1972-03-22,2004-05-12,2022-09-15,Q403707-E5331A4B-6B6C-4F02-A7EA-4F3545A397BF
Q1588608,Hasan Turkmani,2004-05-12,2009-06-03,2022-09-15,Q1588608-886094C4-B31F-4A5E-9C7B-0B07109435C1
Q369251,Ali Habib Mahmud,2009-06-03,2011-08-08,2022-09-15,Q369251-D55F3D75-DDDE-4D40-9C4C-30AFA4BF3A8C
Q456977,Dawoud Rajiha,2011-08-08,2012-07-18,2022-09-15,Q456977-EDE719BD-6199-4894-A453-A7E7F95D4B1C
Q1392054,Fahd Jassem al-Freij,2012-07-18,2018-01-01,2022-09-15,Q1392054-C695EF1E-EBF9-4388-9F6A-67548E09F439
Q4724546,Ali Abdullah Ayyoub,2018-01-01,2022-04-28,2022-09-15,Q4724546-CCB80C2C-3FBD-4C9F-BF4C-2CDE0AC96B66
Q111748038,Ali Mahmoud Abbas,2022-04-28,,2022-09-15,Q111748038-7C352D22-6DEF-4F4E-9640-D5DCB87D0B60
