item,itemLabel,position,positionLabel,start,psid
Q107042002,Abdullah Sallum Abdullah,Q113989778,Minister of State for People's Assembly Affairs,2021-08-10,Q107042002-3D47E3D0-6D1D-4C78-A801-0D105DA76CAA
Q108092707,Amr Salem,Q113989710,Minister of Internal Trade and Consumer Protection (Syria),2021-08-10,Q108092707-DC5EF739-2BE6-4B51-BED0-DC1F6679B41E
Q109026826,Diala Barakat,Q113989782,Minister of State for Southern Development Affairs,2021-08-10,Q109026826-FC9B2D9E-469E-4925-8228-41567E72F8D2
Q109117280,Mohamed Seif El-Din,Q113989729,Minister of Social Affairs and Labour (Syria),2021-08-10,Q109117280-0704F661-31A3-4655-81CC-FC50109F4D40
Q110093859,Iyad Mohammad al-Khatib,Q113989711,Minister of Communications and Technology,2018-11-26,Q110093859-0E08D55A-54EC-4E85-89A2-10E6F3F533F3
Q110158344,Suhail Mohammad Abdullatif,Q113989733,Minister of Public Works and Housing (Syria),2018-11-26,Q110158344-0DB3B87C-A094-4EF9-A5B5-5FC20F665149
Q110158645,Boutros Al-Hallaq,Q113989741,Minister of Information,2021-08-10,Q110158645-45CB1996-47AF-46AE-B40F-D70A8A3653EA
Q110176262,Mohammad Fayez al-Barasha,Q113989777,Minister of State for Investment Affairs and Vital Projects of Syria,2020-08-30,Q110176262-1B8B3CE0-6ABF-4AFC-AA3B-9EA2CA3FADF2
Q111748038,Ali Mahmoud Abbas,Q113003257,Minister of Defence of Syria,2022-04-28,Q111748038-7C352D22-6DEF-4F4E-9640-D5DCB87D0B60
Q18217778,Lubanah Mshaweh,Q94578307,Minister of Culture of Syria,2020-08-30,Q18217778-8AD20491-201C-4392-BFB0-0BF919280C2A
Q4724546,Ali Abdullah Ayyoub,Q105821094,Deputy Prime Minister of Syria,2020-08-30,Q4724546-39EBAFC0-8E45-446D-A341-CB5A73F1CC70
Q5431067,Faisal Mekdad,Q102025289,Minister of Foreign Affairs and Expatriates,2020-11-22,Q5431067-e6f97436-4fa5-567d-76ce-e5535270cfb2
Q60455401,Hussein Arnous,Q7243302,Prime Minister of Syria,2020-06-11,Q60455401-511F16D8-B88F-4DFE-8681-212534764C96
Q60455444,Hussein Makhlouf,Q113989736,Minister of Local Administration and Environment (Syria),2016-06-22,Q60455444-0E1F0539-744E-41D5-8D92-AA08591222CD
Q60572925,Mohammad Samer al-Khalil,Q113989706,Minister of Economy and Trade (Syria),2017-03-29,Q60572925-1686D6F0-B46F-4E15-B7EA-718361B26462
Q6751840,Mansour Fadlallah Azzam,Q113989769,Minister of Presidential Affairs (Syria),2011-04-14,Q6751840-59D8AEB7-598A-48B1-B7DC-8E04DA446235
Q6892847,Mohammed Abdul Sattar,Q113989754,Minister of Endowments and Religious Affairs,2007-12-08,Q6892847-A91B79C7-CED3-4342-937D-95C97AB598BB
Q85874875,Mohammad Khaled al-Rahmoun,Q111903015,Minister of Interior of Syria,2018-11-26,Q85874875-4FD676BF-1BFF-4900-BFC3-6989AE7090A9
Q98796946,Darem Tabbaa,Q111781902,Minister of Education of Syria,2020-08-30,Q98796946-950D9338-F465-4535-B152-458A6FF00891
Q98798381,Ahmad al-Sayyed,Q113989700,Minister of Justice,2020-08-30,Q98798381-1BFD26E4-B6BF-4CF5-84C8-66600AF5454E
Q98798395,Tammam Raad,Q113989719,Minister of Water Resources,2020-08-30,Q98798395-36A4FBCD-6A23-4553-83FA-DF5EE50CCD15
Q98798423,Bassam Bashir Ibrahim,Q113989757,Minister of Higher Education (Syria),2018-11-26,Q98798423-93694F18-6A21-4356-A4EA-85C9B2746E11
Q98798433,Salam Safaf,Q113989763,Minister of Administrative Development (Syria),2017-03-29,Q98798433-0608DE32-8F34-43BB-8ACB-DC45281F3DCA
Q98798457,Mohamed Martini,Q104007004,Minister of Tourism of Syria,2018-11-26,Q98798457-8E171102-DB8C-45C4-B848-F7CC95542DA6
Q98798467,Zouhair Khazim,Q113989715,Minister of Transport,2020-08-30,Q98798467-A957FEF8-3832-4CEE-823C-D83C9447D1F8
Q98798481,Bassam Tohme,Q113989724,Minister of Oil and Mineral Reserves (Syria),2020-08-30,Q98798481-EC9F3279-C4FF-4B52-BA11-256ACCB810A8
Q98798488,Hassan al-Ghabbash,Q109324494,Minister of Health,2020-08-30,Q98798488-03BE4E9B-9243-4932-8519-7CB126818296
Q98798493,Mohammed Hassan Qatana,Q55593592,Minister of Agriculture of Syria,2020-08-30,Q98798493-56CC39FF-34C7-4FAF-82A7-BDEB4FFAD23E
Q98798533,Ghassan al-Zamel,Q113989726,Minister of Electricity (Syria),2020-08-30,Q98798533-99AB9488-B9EA-4596-B900-51B6E7397DF7
Q98798540,Ziyad Sabbagh,Q113989714,Minister of Industry (Syria),2020-08-30,Q98798540-5476342A-78A9-4E68-99DD-48A6348E969F
Q98807064,Kenan Yaghi,Q113989488,Minister of Finance,2020-08-30,Q98807064-E7177C49-84FA-42EA-B2B9-493BBFE2854F
