ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q12186613,Q12186613,1943-01-08,11,,,1943-03-25,11,,,,,,,,,,
,Q12186604,Q12186604,1943-03-25,11,,,1943-08-19,11,,,,,,,,,,
,Q12186577,Q12186577,1943-08-19,11,,,1944-10-14,11,,,,,,,,,,
,Q12186586,Q12186586,1944-10-14,11,,,1945-04-05,11,,,,,,,,,,
,Q12186573,Q12186573,1945-04-09,11,,,1945-08-23,11,,,,,,,,,,
,Q12186579,Q12186579,1945-08-26,11,,,1945-09-30,11,,,,,,,,,,
,Q12186597,Q12186597,1945-09-30,11,,,1946-04-25,11,,,,,,,,,,
,Q12186574,Q12186574,1946-04-26,11,,,1946-12-27,11,,,,,,,,,,
,Q12186590,Q12186590,1946-12-28,11,,,1947-10-02,11,,,,,,,,,,
,Q12186587,Q12186587,1947-10-06,11,,,1948-08-19,11,,,,,,,,,,
,Q12186581,Q12186581,1948-08-23,11,,,1948-12-02,11,,,,,,,,,,
,Q12201429,Q12201429,1948-12-16,11,,,1949-03-29,11,,,,,,,,,,
,Q12186575,Q12186575,1949-04-16,11,,,1949-06-26,11,,,,,,,,,,
,Q12186616,Q12186616,1949-06-26,11,,,1949-08-14,11,,,,,,,,,,
,Q12186580,Q12186580,1949-08-14,11,,,1949-12-14,11,,,,,,,,,,
,Q12186621,Q12186621,1949-12-24,11,,,1949-12-27,11,,,,,,,,,,
,Q12186591,Q12186591,1949-12-27,11,,,1950-06-04,11,,,,,,,,,,
,Q12186596,Q12186596,1950-06-04,11,,,1950-09-08,11,,,,,,,,,,
,Q12186568,Q12186568,1950-09-08,11,,,1951-03-27,11,,,,,,,,,,
,Q12186569,Q12186569,1951-03-27,11,,,1951-08-09,11,,,,,,,,,,
,Q12186582,Q12186582,1951-08-09,11,,,1951-11-28,11,,,,,,,,,,
,Q12186610,Q12186610,1951-11-28,11,,,1951-12-01,11,,,,,,,,,,
,Q12186623,Q12186623,1952-06-09,11,,,1953-07-11,11,,,,,,,,,,
,Q12186617,Q12186617,1953-07-19,11,,,1954-03-01,11,,,,,,,,,,
,Q12186605,Q12186605,1954-03-01,11,,,1954-06-19,11,,,,,,,,,,
,Q12186624,Q12186624,1954-06-19,11,,,1954-10-29,11,,,,,,,,,,
,Q12186611,Q12186611,1954-10-29,11,,,1955-02-13,11,,,,,,,,,,
,Q12186602,Q12186602,1955-02-13,11,,,1955-09-13,11,,,,,,,,,,
,Q12186598,Q12186598,1955-09-13,11,,,1956-06-14,11,,,,,,,,,,
,Q12186625,Q12186625,1956-06-14,11,,,1956-12-31,11,,,,,,,,,,
,Q12186593,Q12186593,1956-12-31,11,,,1958-03-06,11,,,,,,,,,,
,Q56250565,Q56250565,1980-01-14,11,,,1984-03-11,11,,,,,,,,,,
,Q56250561,Q56250561,1984-03-11,11,,,1985-04-07,11,,,,,,,,,,
,Q56250549,Q56250549,1985-04-08,11,,,1987-11-01,11,,,,,,,,,,
,Q56250547,Q56250547,1987-11-01,11,,,1992-06-29,11,,,,,,,,,,
,Q56250544,Q56250544,1992-06-29,11,,,2000-03-13,11,,,,,,,,,,
,Q56250541,Q56250541,2000-03-13,11,,,2001-12-13,11,,,,,,,,,,
,Q56250538,Second Mustafa Mero government,2001-12-13,11,2001-12-13,11,2003-09-10,11,2003-09-10,11,,,,,,,Q5015564,Muhammad Naji al-Otari government
,Q5015564,Muhammad Naji al-Otari government,2003-09-10,11,2003-09-18,11,2011-03-29,11,2011-01-01,9,,,,,Q56250538,Second Mustafa Mero government,Q22929377,Adel Safar government
,Q22929377,Adel Safar government,2011-04-14,11,,,2012-06-23,11,,,,,Q12186626,Riyad Hijab government,Q5015564,Muhammad Naji al-Otari government,Q12186626,Riyad Hijab government
,Q12186626,Riyad Hijab government,2012-06-23,11,,,2012-08-06,11,,,Q22929377,Adel Safar government,Q56250536,First Wael al-Halqi government,Q22929377,Adel Safar government,Q56250536,First Wael al-Halqi government
,Q56250536,First Wael al-Halqi government,2012-08-09,11,,,2014-08-10,11,,,Q12186626,Riyad Hijab government,Q20384235,Second Wael al-Halqi government,Q12186626,Riyad Hijab government,Q20384235,Second Wael al-Halqi government
,Q20384235,Second Wael al-Halqi government,2014-08-10,11,,,2016-06-22,11,,,Q56250536,First Wael al-Halqi government,Q25463735,Imad Khamis government,Q56250536,First Wael al-Halqi government,Q25463735,Imad Khamis government
,Q25463735,Imad Khamis government,2016-07-03,11,,,2020-06-11,11,,,Q20384235,Second Wael al-Halqi government,Q98945563,Hussein Arnous government,Q20384235,Second Wael al-Halqi government,Q98945563,Hussein Arnous government
,Q98945563,Hussein Arnous government,2020-08-30,11,2020-08-30,11,2021-08-10,11,,,Q25463735,Imad Khamis government,,,Q25463735,Imad Khamis government,,
,Q108803115,Second Hussein Arnous government,2021-08-10,11,,,,,,,,,,,,,,
